2024-07-02T21:38:11.014292 OTBM2JSON- Node type identified: 5
2024-07-02T21:38:11.014344 OTBM2JSON- Initialized OTBM_TILE: x=244, y=249, attributes={'type': 5, 'x': 244, 'y': 249, 'tileid': 100}
2024-07-02T21:38:11.014381 OTBM2JSON- Node initialized: 5, with 0 children
2024-07-02T21:38:11.014426 OTBM2JSON- Child node read, current index: 22, children count: 2
2024-07-02T21:38:11.014459 OTBM2JSON- Current byte: 254, index: 22
2024-07-02T21:38:11.014494 OTBM2JSON- Reading node from data: fe05f4fa096400fffe05f4fb096400fffe05f5f8096400fffe05f5f9096400fffe05f5fa096400fffe05f5fb096400fffe05f6f8096400fffe05f6f9096400fffe05f6fa096400fffe05f6fb096400fffe05f7f8096400fffe05f7f9096400fffe05f7fa096400fffe05f7fb096400fffe05f8f8096400fffe05f8f9096400fffe05f8fa096400fffe05f8fb096400fffe05f9f8096400fffe05f9f9096400fffe05f9fa096400fffe05f9fb096400fffe05faf8096400fffe05faf9096400fffe05fafa096400fffe05fafb096400fffe05fbf8096400fffe05fbf9096400fffe05fbfa096400fffe05fbfb096400fffe05f4fc096400fffe05f4fdfd096400fffe05f4fdfe096400fffe05f4fdff096400fffe05f5fc096400fffe05f5fdfd096400fffe05f5fdfe096400fffe05f5fdff096400fffe05f6fc096400fffe05f6fdfd096400fffe05f6fdfe096400fffe05f6fdff096400fffe05f7fc096400fffe05f7fdfd096400fffe05f7fdfe096400fffe05f7fdff096400fffe05f8fc096400fffe05f8fdfd096400fffe05f8fdfe096400fffe05f8fdff096400fffe05f9fc096400fffe05f9fdfd096400fffe05f9fdfe096400fffe05f9fdff096400fffe05fafc096400fffe05fafdfd096400fffe05fafdfe096400fffe05fafdff096400fffe05fbfc096400fffe05fbfdfd096400fffe05fbfdfe096400fffe05fbfdff096400fffffe0cfffe0fffffff
2024-07-02T21:38:11.014529 OTBM2JSON- Current byte: 5, index: 0
2024-07-02T21:38:11.014562 OTBM2JSON- Current byte: 244, index: 1
2024-07-02T21:38:11.014594 OTBM2JSON- Current byte: 250, index: 2
2024-07-02T21:38:11.014641 OTBM2JSON- Current byte: 9, index: 3
2024-07-02T21:38:11.014676 OTBM2JSON- Current byte: 100, index: 4
2024-07-02T21:38:11.014709 OTBM2JSON- Current byte: 0, index: 5
2024-07-02T21:38:11.014742 OTBM2JSON- Current byte: 255, index: 6
2024-07-02T21:38:11.014775 OTBM2JSON- Node data: 05f4fa096400
